Name;CityName
Tanggulangin;Kab Sidoarjo
Tanggung Gunung;Kab Tulungagung
Tanggungharjo;Kab Grobogan
Tangse;Kab Pidie
Tanimbar Selatan;Kab Maluku Tenggara Barat
Tanimbar Utara;Kab Maluku Tenggara Barat
Taniwel;Kab Seram Bagian Barat
Tanjung Agung;Kab Muara Enim
Tanjung Balai Asahan;Kab Asahan
Tanjung Balai Karimun;Kab Karimun
Tanjung Balai;Kota Tanjung Balai
Tanjung Balai Selatan;Kota Tanjung Balai
Tanjung Balai Utara;Kota Tanjung Balai
Tanjung Baru;Kab Tanah Datar
Tanjung Batu;Kab Karimun
Tanjung Batu;Kab Ogan Ilir
Tanjung Beringin;Kab Serdang Bedagai
Tanjung Bintang;Kab Lampung Selatan
Tanjung Bunga;Kab Flores Timur
Tanjung Emas;Kab Tanah Datar
Tanjung Gadang;Kab Sijunjung
Tanjung Harapan ;Kab Paser
Tanjung Harapan;Kota Solok
Tanjung;Kab Brebes
Tanjung;Kab Lombok Barat
Tanjung;Kab Tabalong
Tanjung Karang Barat;Kota Bandar Lampung
Tanjung Karang Pusat;Kota Bandar Lampung
Tanjung Karang Timur;Kota Bandar Lampung
Tanjung Kemuning;Kab Kaur
Tanjung Lubuk;Kab Ogan Komering Ilir
Tanjung Morawa;Kab Deli Serdang
Tanjung Mutiara;Kab Agam
Tanjung Palas ;Kab Bulungan
Tanjung Palas Barat;Kab Bulungan
Tanjung Palas Tengah ;Kab Bulungan
Tanjung Palas Timur ;Kab Bulungan
Tanjung Palas Utara ;Kab Bulungan
Tanjung Pandan;Kab Belitung
Tanjung Pinang Barat;Kota Tanjung Pinang
Tanjung Pinang Kota;Kota Tanjung Pinang
Tanjung Pinang;Kota Tanjung Pinang
Tanjung Pinang Timur;Kota Tanjung Pinang
Tanjung Priok;Kota Jakarta Utara
Tanjung Pura;Kab Langkat
Tanjung Raja;Kab Lampung Utara
Tanjung Raja;Kab Ogan Ilir
Tanjung Raya;Kab Agam
Tanjung Raya;Kab Tulang Bawang
Tanjung Redeb;Kab Berau
Tanjung Sakti;Kab Lahat
Tanjung Selor;Kab Bulungan
Tanjung Senang;Kota Bandar Lampung
Tanjung Siang;Kab Subang
Tanjung Tiram;Kab Batubara
Tanjung Uban/Bintan Utara;Kab Bintan
Tanjunganom;Kab Nganjuk
Tanjungbumi;Kab Bangkalan
Tanjungjaya ;Kab Tasikmalaya
Tanjungkerta;Kab Sumedang
Tanjungmedar;Kab Sumedang
Tanjungsari ;Kab Bogor
Tanjungsari ;Kab Gunung Kidul
Tanjungsari;Kab Lampung Selatan
Tanjungsari;Kab Sumedang
Tanon;Kab Sragen
Tanralili;Kab Maros
Tanta;Kab Tabalong
Tapa;Kab Bone Bolango
Tapak Tuan;Kab Aceh Selatan
Tapalang Barat;Kab Mamuju
Tapango;Kab Polewali Mandar
Tapen;Kab Bondowoso
Tapian Dolok;Kab Simalungun
Tapian Nauli;Kab Tapanuli Tengah
Tapin Selatan;Kab tapin
Tapin Tengah;Kab tapin
Tapin Utara;Kab tapin
Tappalang;Kab Mamuju
Tapung Hilir;Kab Kampar
Tapung Hulu;Kab Kampar
Tapung;Kab Kampar
Tarabintang;Kab Humbang Hasundutan
Taraju;Kab Tasikmalaya
Tarakan Barat ;Kota Tarakan
Tarakan;Kota Tarakan
Tarakan Tengah;Kota Tarakan
Tarakan Timur ;Kota Tarakan
Tarakan Utara;Kota Tarakan
Tareran;Kab Minahasa Selatan
Tarik;Kab Sidoarjo
Tarogong Kaler ;Kab Garut
Tarogong Kidul ;Kab Garut
Tarokan;Kab Kediri
Tarub;Kab Tegal
Tarumajaya;Kab Bekasi
Tarutung;Kab Tapanuli Utara
Tasefeto Barat;Kab Belu
Tasifeto Timur;Kab Belu
Tasik Payawan;Kab Katingan
Tasikmadu;Kab Karanganyar
Tasikmalaya;Kota Tasikmalaya
Tatoareng;Kab Kepulauan Sangihe
Tawaeli;Kab Donggala
Tawang;Kota Tasikmalaya
Tawangharjo;Kab Grobogan
Tawangmangu;Kab Karanganyar
Tawangsari;Kab Sukoharjo
Tayan Hilir;Kab Sanggau
Tayan Hulu;Kab Sanggau
Tayu;Kab Pati
Tebas;Kab Sambas
Tebat Karai;Kab Kepahiang
Tebet;Kota Jakarta Selatan
Tebing;Kab Karimun
Tebing Tinggi Barat;Kab Kepulauan Meranti
Tebing Tinggi;Kab Empat Lawang
Tebing Tinggi;Kab Kepulauan Meranti
Tebing Tinggi;Kota Tebing Tinggi
Tebingtinggi;Kab Serdang Bedagai
Tebo Ilir;Kab Tebo
Tebo Tengah;Kab Tebo
Tebo Ulu;Kab Tebo
Tegal Barat;Kota Tegal
Tegal Buleud;Kab SuKabumi
Tegal;Kota Tegal
Tegal Lalang;Kab Gianyar
Tegal Selatan;Kota Tegal
Tegal Timur;Kota Tegal
Tegalampel;Kab Bondowoso
Tegaldlimo;Kab Banyuwangi
Tegalombo;Kab Pacitan
Tegalrejo;Kab Magelang
Tegalrejo;Kota Yogyakarta
Tegalsari ;Kota Surabaya
Tegalsari;Kab Banyuwangi
Tegalsiwalan;Kab Probolinggo
Tegalwaru ;Kab Karawang
Tegalwaru ;Kab Purwakarta
Tegineneng;Kab Pesawaran
Tegowanu;Kab Grobogan
Tehoru;Kab Maluku Tengah
Tejakula;Kab Buleleng
Tekarang;Kab Sambas
Tekung;Kab Lumajang
Telaga;Kab Gorontalo
Telaga Langsat;Kab Hulu Sungai Selatan
Telanaipura;Kota Jambi
Telen;Kab Kutai Timur
Tellu Limpoe;Kab Sinjai
Tellu Siattinge;Kab Bone
Tellulimpo E;Kab Sidenreng Rappang
Telluwanua;Kota Palopo
Telogowungu;Kab Pati
Telok Pa'kedai;Kab Pontianak
Teluk Ambon Baguala;Kota Ambon
Teluk Ambon;Kota Ambon
Teluk Arguni;Kab Kaimana
Teluk Balengkong;Kab Indragiri Hilir
Teluk Batang;Kab Kayong Utara
Teluk Bayur ;Kab Berau
Teluk Betung Barat;Kota Bandar Lampung
Teluk Betung Selatan;Kota Bandar Lampung
Teluk Betung Utara;Kota Bandar Lampung
Teluk Bintan;Kab Bintan
Teluk Dalam;Kab Nias Selatan
Teluk Dalam;Kab simeulue
Teluk Etna;Kab Kaimana
Teluk Keramat;Kab Sambas
Teluk Kimi;Kab Nabire
Teluk Kuantan;Kab Kuantan Singingi
Teluk Mayalibit;Kab Raja Ampat
Teluk Mengkudu;Kab Serdang Bedagai
Teluk Meranti;Kab Pelalawan
Teluk Mutiara;Kab Alor
Teluk Nibung;Kota Tanjung Balai
Teluk Pakedai;Kab Kubu Raya
Teluk Pandan;Kab Kutai Timur
Teluk Sebong;Kab Bintan
Teluk Segara;Kota Bengkulu
Teluk Umar;Kab Nabire
Telukjambe Barat;Kab Karawang
Telukjambe Timur ;Kab Karawang
Teluknaga;Kab Tangerang
Temanggung;Kab Temanggung
Temayang;Kab Bojonegoro
Tembaga Pura;Kab Mimika
Tembalang;Kota Semarang
Tembarak;Kab Temanggung
Tembelang;Kab Jombang
Tembilahan Hulu;Kab Indragiri Hilir
Tembilahan;Kab Indragiri Hilir
Tembuku;Kab Bangli
Tembuni;Kab Teluk Bintuni
Tembusai;Kab Rokan Hulu
Tembusai Utara;Kab Rokan Hulu
Teminabuan;Kab Sorong Selatan
Temon;Kab Kulon Progo
Tempe;Kab Wajo
Tempeh;Kab Lumajang
Tempel;Kab Sleman
Tempilang;Kab Bangka Barat
Tempuling;Kab Indragiri Hilir
Tempunak;Kab Sintang
Tempuran ;Kab Karawang
Tempuran ;Kab Magelang
Tempurejo;Kab Jember
Tempursari;Kab Lumajang
Tenayan Raya;Kota Pekanbaru
Tenga;Kab Minahasa Selatan
Tengah Ilir;Kab Tebo
Tengah Tani ;Kab Cirebon
Tengaran;Kab Semarang
Tenggarang;Kab Bondowoso
Tenggarong;Kab Kutai Kartanegara
Tenggarong Seberang;Kab Kutai Kartanegara
Tenggilis Mejoyo;Kota Surabaya
Tenjo;Kab Bogor
Tenjolaya;Kab Bogor
Teon Nila Serua;Kab Maluku Tengah
Tepus;Kab Gunung Kidul
Terangon;Kab Gayo Lues
Terara;Kab Lombok Timur
Teras;Kab Boyolali
Teras Terunjam;Kab Muko-Muko
Terbanggi Besar / Bandar Jaya;Kab Lampung Tengah
Terentang;Kab Kubu Raya
Teriak;Kab Bengkayang
Teripe Jaya;Kab Gayo Lues
Ternate;Kota Ternate
Ternate Selatan;Kota Ternate
Ternate Utara;Kota Ternate
Tersono;Kab Batang
Terusan Nunyai;Kab Lampung Tengah
Teunom;Kab Aceh Jaya
Teupah Barat;Kab simeulue
Teupah Selatan;Kab simeulue
Tewah;Kab Gunung Mas
Tewang Sangalang Garing;Kab Katingan
Teweh Tengah;Kab Barito Utara
Teweh Timur;Kab Barito Utara
Tibawa;Kab Gorontalo
Tidore;Kota Tidore Kepulauan
Tidore Selatan;Kota Tidore Kepulauan
Tidore Utara;Kota Tidore Kepulauan
Tiga Binanga;Kab Karo
Tiga Lingga;Kab Dairi
Tiga Panah;Kab Karo
Tigaraksa;Kab Tangerang
Tigi Barat;Kab Deiyai
Tigi;Kab Deiyai
Tigi Timur;Kab Deiyai
Tigo Lurah;Kab Solok
Tikala;Kab Tana Toraja Utara
Tikala;Kota Manado
Tikep;Kab Muna
Tikung;Kab Lamongan
Tilamuta;Kab Boalemo
Tilatang Kamang;Kab Agam
Timang Gajah;Kab Bener Meriah
Timika;Kab Mimika
Timpah;Kab Kapuas
Tinada;Kab pakpak bharat
Tinambung;Kab Polewali Mandar
Tinanggea;Kab Konawe Selatan
Tinangkung;Kab Banggai Kepulauan
Tinggimoncong;Kab Gowa
Tingkir;Kota Salatiga
Tinombo;Kab Parigi Moutong
Tinombo Selatan;Kab Parigi Moutong
Tiolan;Kab Buol
Tiom;Kab Jayawijaya
Tionas;Kab Timor Tengah Selatan
Tirawuta;Kab Kolaka
Tiris;Kab Probolinggo
Tiro/Truseb;Kab Pidie
Tiroang;Kab Pinrang
Tirtajaya;Kab Karawang
Tirtamulya;Kab Karawang
Tirtayasa;Kab Serang
Tirto;Kab Pekalongan
Tirtomoyo;Kab Wonogiri
Tirtoyudo;Kab Malang
Titeua/Keumala;Kab Pidie
Titihena;Kab Flores Timur
Tiworo Tengah;Kab Muna
Tlanakan;Kab Pamekasan
Tlogomulyo;Kab Temanggung
Tlogosari;Kab Bondowoso
Toba;Kab Sanggau
Tobadak;Kab Mamuju
Tobelo;Kab Halmahera Utara
Tobelo Selatan;Kab Halmahera Utara
Toboali;Kab Bangka Selatan
Todanan;Kab Blora
Togean ;Kab Tojo Una-Una
Toho;Kab Pontianak
Toili;Kab Banggai
Tojo Barat ;Kab Tojo Una-Una
Tojo;Kab Tojo Una-Una
Tolangohula;Kab Gorontalo
Tolinggula;Kab Gorontalo
Tolingula;Kab Gorontalo Utara
Toli-Toli;Kab Toli-Toli
Tombariri;Kab Minahasa
Tombasian;Kab Minahasa Selatan
Tombatu;Kab Minahasa Tenggara
Tombolo Pao;Kab Gowa
Tombulu;Kab Minahasa
Tomia;Kab Wakatobi
Tomini;Kab Parigi Moutong
Tommo;Kab Mamuju
Tomo;Kab Sumedang
Tomohon Barat;Kota Tomohon
Tomohon;Kota Tomohon
Tomohon Selatan;Kota Tomohon
Tomohon Tengah;Kota Tomohon
Tomohon Timur;Kota Tomohon
Tomohon Utara;Kota Tomohon
Tomoni;Kab Luwu Timur
Tompaso Baru;Kab Minahasa Selatan
Tompaso;Kab Minahasa
Tompobulu;Kab Bantaeng
Tompobulu;Kab Gowa
Tompu Bulu;Kab Maros
Tondano Barat;Kab Minahasa
Tondano;Kab Minahasa
Tondano Selatan;Kab Minahasa
Tondano Timur;Kab Minahasa
Tondano Utara;Kab Minahasa
Tondon Nanggala;Kab Tana Toraja Utara
Tondong Talasa;Kab Pangkajene Kepulauan
Tongas;Kab Probolinggo
Tongauna;Kab Konawe
Tongkuno;Kab Muna
Tonjong;Kab Brebes
Tonra;Kab Bone
Topoyo;Kab Mamuju
Tor Atas;Kab Sarmi
Torgamba;Kab Labuhanbatu
Torjun;Kab Sampang
Toroh;Kab Grobogan
Torue;Kab Parigi Moutong
Tosari;Kab Pasuruan
Totikum;Kab Banggai Kepulauan
Touluaan;Kab Minahasa Tenggara
Towuti;Kab Luwu Timur
Tragah;Kab Bangkalan
Trangkil;Kab Pati
Trawas;Kab Mojokerto
Trenggalek;Kab Trenggalek
Tretep;Kab Temanggung
Trienggading;Kab Pidie Jaya
Trimurjo;Kab Lampung Tengah
Trisi;Kab Indramayu
Trowulan;Kab Mojokerto
Trucuk;Kab Bojonegoro
Trucuk;Kab Klaten
Trumon;Kab Aceh Selatan
Trumon Timur;Kab Aceh Selatan
Tual;Kab Maluku Tenggara
Tualang;Kab Siak
Tuapejat;Kab Kepulauan Mentawai
Tubaan;Kab Berau
Tuban;Kab Tuban
Tugu;Kab Trenggalek
Tugu;Kota Semarang
Tugumulyo;Kab Musi Rawas
Tuhemberua;Kab Nias
Tukka;Kab Tapanuli Tengah
Tulakan;Kab Pacitan
Tulang Bawang Tengah;Kab Tulang Bawang
Tulang Bawang Udik;Kab Tulang Bawang
Tulangan;Kab Sidoarjo
Tulis;Kab Batang
Tulung;Kab Klaten
Tulung Selapan;Kab Ogan Komering Ilir
Tulungagung;Kab Tulungagung
Tumbang Titi;Kab Ketapang
Tumi Jajar;Kab Tulang Bawang
Tuminting;Kota Manado
Tumpaan;Kab Minahasa Selatan
Tumpang;Kab Malang
Tungkal Ilir;Kab Tanjung Jabung Barat
Tungkal Ulu;Kab Tanjung Jabung Barat
Tunjung Teja;Kab Serang
Tunjungan;Kab Blora
Tuntang;Kab Semarang
Turatea;Kab Jeneponto
Turen;Kab Malang
Turi;Kab Lamongan
Turi;Kab Sleman
Turikale;Kab Maros
Tutallu;Kab Polewali Mandar
Tutur;Kab Pasuruan
Ubud;Kab Gianyar
Udanawu;Kab Blitar
Uepai;Kab Konawe
Ujan Mas;Kab Kepahiang
Ujan Mas;Kab Muara Enim
Ujung Batu;Kab Rokan Hulu
Ujung Bulu;Kab Bulukumba
Ujung Jaya;Kab Sumedang
Ujung;Kota Pare-Pare
Ujung Loe;Kab Bulukumba
Ujung Padang;Kab Simalungun
Ujung Pandang;Kota Makassar
Ujung Pangkah;Kab Gresik
Ujung Tanah;Kota Makassar
Ujungberung;Kota Bandung
Ukui;Kab Pelalawan
Ulakan Tapakis;Kab Padang Pariaman
Ulaweng;Kab Bone
Ulee Kareng;Kota Banda Aceh
Ulim;Kab Pidie Jaya
Ulu Barumun;Kab Padang Lawas
Ulu Barumun;Kab Tapanuli Selatan
Ulu Bongka;Kab Tojo Una-Una
Ulu Musi;Kab Empat Lawang
Ulu Ogan;Kab Ogan Komering Ulu
Ulu Pungkut;Kab Mandailing Natal
Ulu Rawas;Kab Musi Rawas
Ulu Talo;Kab Seluma
Uluan;Kab Toba Samosir
Ulubelu;Kab Tanggamus
Uluere;Kab Bantaeng
Uluiwoi;Kab Kolaka
Ulujami;Kab Pemalang
Umalulu;Kab Sumba Timur
Umbu Ratu Nggay Barat;Kab Sumba Tengah
Umbu Ratu Nggay;Kab Sumba Tengah
Umbulharjo;Kota Yogyakarta
Umbulsari;Kab Jember
Unaaha;Kab Konawe
Una-Una;Kab Tojo Una-Una
Undaan;Kab Kudus
Ungaran Barat;Kab Semarang
Ungaran;Kab Semarang
Ungaran Timur;Kab Semarang
Unurum Guay;Kab Jayapura
Upau;Kab Tabalong
Utan-Rhee;Kab Sumbawa
Utara Toli Toli;Kab Toli-Toli
Uwapa;Kab Nabire
V Koto Kp Dalam;Kab Padang Pariaman
V Koto Timur;Kab Padang Pariaman
VI Lingkung;Kab Padang Pariaman
VII Koto;Kab Tebo
VII Koto Sungai Sarik;Kab Padang Pariaman
Wadaslintang;Kab Wonosobo
Wado;Kab Sumedang
Wae Rii;Kab Manggarai
Waesama;Kab Buru
Wagir;Kab Malang
Waibakul;Kab Sumba Tengah
Waigeo Barat;Kab Raja Ampat
Waigeo Selatan;Kab Raja Ampat
Waigeo Timur;Kab Raja Ampat
Waigeo Utara;Kab Raja Ampat
Waigete;Kab Sikka
Waikabubak;Kab Sumba Barat
Waingapu;Kab Sumba Timur
Waisai;Kab Raja Ampat
Waisala;Kab Seram Bagian Barat
Wajak;Kab Malang
Wajo;Kota Makassar
Wakorumba;Kab Muna
Wakorumba Selatan;Kab Muna
Walakaka;Kab Sumba Barat
Walantaka;Kota Serang
Walea Kepulauan;Kab Tojo Una-Una
Waled;Kab Cirebon
Walenrang;Kab Luwu Utara
Waluran;Kab SuKabumi
Wamena;Kab Jayawijaya
Wamesa;Kab Teluk Wondama
Wampu;Kab Langkat
Wanadadi;Kab Banjarnegara
Wanar;Kab Cilacap
Wanaraja;Kab Garut
Wanaraya;Kab Barito Kuala
Wanasaba;Kab Lombok Timur
Wanasalam;Kab Lebak
Wanasari;Kab Brebes
Wanayasa;Kab Banjarnegara
Wanayasa;Kab Purwakarta
Wandai;Kab Intan Jaya
Wanea;Kota Manado
Wanggar;Kab Nabire
Wangi-Wangi;Kab Wakatobi
Wangi-Wangi Selatan;Kab Wakatobi
Wangon;Kab Banyumas
Wapoga;Kab Nabire
Wara;Kota Palopo
Wara Selatan;Kota Palopo
Wara Utara;Kota Palopo
Waringinkurung;Kab Serang
Waris;Kab Keerom
Warmare;Kab Manokwari
Waropen Atas;Kab Mamberamo Raya
Waropen Bawah;Kab Waropen
Waropko;Kab Boven Digoel
Warsa;Kab Biak Numfor
Waru;Kab Pamekasan
Waru;Kab penajam Paser Utara
Waru;Kab Sidoarjo
Warudoyong;Kota SuKabumi
Warung Kiara;Kab SuKabumi
Warungasem;Kab Batang
Warunggunung;Kab Lebak
Warungkondang;Kab Cianjur
Warungpring;Kab Pemalang
Warureja;Kab Tegal
Wasile;Kab Halmahera Timur
Wasile Selatan;Kab Halmahera Timur
Wasior Barat;Kab Teluk Wondama
Wasior;Kab Teluk Wondama
Wasior Selatan;Kab Teluk Wondama
Wasior Utara;Kab Teluk Wondama
Watampone;Kab Bone
Watang Pulu;Kab Sidenreng Rappang
Watang Sawitto;Kab Pinrang
Watansoppeng;Kab Soppeng
Wates;Kab Blitar
Wates;Kab Kediri
Wates;Kab Kulon Progo
Watopute;Kab Muna
Watubangga;Kab Kolaka
Watukumpul;Kab Pemalang
Watulimo;Kab Trenggalek
Watumalang;Kab Wonosobo
Waway Karya;Kab Lampung Timur
Wawo;Kab Bima
Wawonii;Kab Konawe
Waworete;Kab Konawe
Wawotobi;Kab Konawe
Way Bungur;Kab Lampung Timur
Way Jepara;Kab Lampung Timur
Way Lima;Kab Pesawaran
WAY PANGUBUAN;Kab Lampung Tengah
Way Panji;Kab Lampung Selatan
Way Seputih;Kab Lampung Tengah
Way Serdang;Kab Tulang Bawang
Way Sulan;Kab Lampung Selatan
Way Tenong;Kab Lampung Barat
Way Tuba;Kab Way Kanan
Wayapo / Buru Utara Timur;Kab Buru
Wayer;Kab Sorong Selatan
Web;Kab Keerom
Weda;Kab Halmahera Tengah
Wedarijaksa;Kab Pati
Wedi;Kab Klaten
Wedung;Kab Demak
Welahan;Kab Jepara
Weleri;Kab Kendal
Wenang;Kota Manado
Wer Makatian;Kab Maluku Tenggara Barat
Wera;Kab Bima
Werinama;Kab Seram Bagian Timur
Wertamrian;Kab Maluku Tenggara Barat
Weru;Kab Cirebon
Weru;Kab Sukoharjo
Wewaria;Kab Ende
Wewewa Barat;Kab Sumba Barat Daya
Wewewa Selatan;Kab Sumba Barat Daya
Wewewa Timur;Kab Sumba Barat Daya
Wewewa Utara;Kab Sumba Barat Daya
Widang;Kab Tuban
Widasari;Kab Indramayu
Widodaren;Kab Ngawi
Wih Pesam;Kab Bener Meriah
Wilangan;Kab Nganjuk
Windesi;Kab Teluk Wondama
WINDUSARI;Kab Magelang
Winong;Kab Pati
Winongan;Kab Pasuruan
Wiradesa;Kab Pekalongan
Wirobrajan;Kota Yogyakarta
Wirosari;Kab Grobogan
Wita Ponda;Kab Morowali
Witihama;Kab Flores Timur
Wiyung ;Kota Surabaya
Wlingi;Kab Blitar
Wogomang Ulewa;Kab Ngada
Woha;Kab Bima
Woja;Kab Dompu
Wolio;Kota Bau-Bau
Wolo;Kab Kolaka
Wolo Wae;Kab Nagekeo
Wolo Waru;Kab Ende
Wolojita;Kab Ende
Wonggeduku;Kab Konawe
Wongsorejo;Kab Banyuwangi
Wonoasih;Kota Probolinggo
Wonoasri;Kab Madiun
Wonoayu;Kab Sidoarjo
Wonoboyo;Kab Temanggung
Wonocolo ;Kota Surabaya
Wonodadi;Kab Blitar
Wonogiri;Kab Wonogiri
Wonokerto;Kab Pekalongan
Wonokromo;Kota Surabaya
Wonomerto;Kab Probolinggo
Wonomulyo;Kab Polewali Mandar
Wonopringgo;Kab Pekalongan
Wonorejo;Kab Pasuruan
Wonosalam;Kab Demak
Wonosalam;Kab Jombang
Wonosari;Kab Boalemo
Wonosari;Kab Bondowoso
Wonosari;Kab Gunung Kidul
Wonosari;Kab Klaten
Wonosari;Kab Malang
Wonosegoro;Kab Boyolali
Wonosobo;Kab Tanggamus
Wonosobo;Kab Wonosobo
Wonotirto;Kab Blitar
Wonotunggal;Kab Batang
Wori;Kab Minahasa Utara
Wotan Ulu mado;Kab Flores Timur
Wotu;Kab Luwu Timur
Woyla Barat;Kab Aceh Barat
Woyla;Kab Aceh Barat
Woyla Timur;Kab Aceh Barat
Wringin;Kab Bondowoso
Wringinanom;Kab Gresik
Wuarlabobar;Kab Maluku Tenggara Barat
Wulandoni;Kab Lembata
Wulanggitan;Kab Flores Timur
Wulla Waijelu;Kab Sumba Timur
Wuluhan;Kab Jember
Wundulako;Kab Kolaka
Wungu;Kab Madiun
Wuryantoro;Kab Wonogiri
X Koto Diatas;Kab Solok
X Koto Singkarak;Kab Solok
XIII Koto Kampar;Kab Kampar
Yapen Barat;Kab kepulauan yapen
Yapen Selatan;Kab kepulauan yapen
Yapen Timur;Kab kepulauan yapen
Yaro;Kab Nabire
Yaru;Kab Maluku Tenggara Barat
Yaur;Kab Nabire
Yendidori;Kab Biak Numfor
Yogyakarta;Kota Yogyakarta
Yosowilangun;Kab Lumajang
