Name;CityName
Lhoong;Kab Aceh Besar
Liang;Kab Banggai Kepulauan
Libureng;Kab Bone
Licin;Kab Banyuwangi
Ligung;Kab Majalengka
Likupang Barat;Kab Minahasa Utara
Likupang Timur;Kab Minahasa Utara
Lili Riaja;Kab Soppeng
Lili Rilau;Kab Soppeng
Lima Kaum;Kab Tanah Datar
Lima Puluh;Kota Pekanbaru
Limapuluh;Kab Batubara
Limbangan;Kab Kendal
Limbong;Kab Luwu Utara
Limboro;Kab Polewali Mandar
Limboto Barat;Kab Gorontalo
Limboto;Kab Gorontalo
Limbur Lubuk Mengkuang;Kab Bungo
Limo;Kota Depok
Limpung;Kab Batang
Linge Isak;Kab Aceh Tengah
Lingga Bayu;Kab Mandailing Natal
Lingga;Kab Lingga
Lingga Utara ;Kab Lingga
Linggang Bigung ;Kab Kutai Barat
Linggo Sari Baganti;Kab Pesisir Selatan
Lingsar;Kab Lombok Barat
Lintang Kanan;Kab Empat Lawang
Lintau Buo;Kab Tanah Datar
Lintau Buo Utara;Kab Tanah Datar
Lintong Nihuta;Kab Humbang Hasundutan
Lio Timur;Kab Ende
Lipunoto;Kab Buol
Lirik;Kab Indragiri Hulu
Lirung;Kab Kepulauan Talaud
Liukang Tangaya;Kab Pangkajene Kepulauan
Liukang Tupabiring;Kab Pangkajene Kepulauan
Liwa;Kab Lampung Barat
Lo Bangkurung;Kab Banggai Kepulauan
Loa Janan;Kab Kutai Kartanegara
Loa Kulu;Kab Kutai Kartanegara
Loano;Kab Purworejo
Lobalain;Kab Rote Ndao
Loceret;Kab Nganjuk
Logas Tanah Darat;Kab Kuantan Singingi
Lohbener;Kab Indramayu
Lohia;Kab Muna
Lokpaikat;Kab tapin
Loksado;Kab Hulu Sungai Selatan
Lolak;Kab Bolaang Mongondow
Lolayan;Kab Bolaang Mongondow
Lolo Wa'u;Kab Nias Selatan
Loloda;Kab Halmahera Barat
Loloda Utara;Kab Halmahera Utara
Lolofitu Moi;Kab Nias
Lolomatua;Kab Nias Selatan
Lomba;Kab Manggarai Timur
Long Apari;Kab Kutai Barat
Long Bagun;Kab Kutai Barat
Long Hubung ;Kab Kutai Barat
Long Ikis;Kab Paser
Long Iram;Kab Kutai Barat
Long Kali;Kab Paser
Long Masengat ;Kab Kutai Timur
Long Pahangai;Kab Kutai Barat
Longkip;Kota Subulussalam
Lore Selatan;Kab Poso
Lore Tengah;Kab Poso
Lore Utara;Kab Poso
Losarang;Kab Indramayu
Losari;Kab Brebes
Losari;Kab Cirebon
Lotu;Kab Nias
Lowokwaru;Kota Malang
Lubai;Kab Muara Enim
Lubuk Alung;Kab Padang Pariaman
Lubuk Baja;Kota Batam
Lubuk Barumun;Kab Padang Lawas
Lubuk Barumun;Kab Tapanuli Selatan
Lubuk Basung;Kab Agam
Lubuk Batang;Kab Ogan Komering Ulu
Lubuk Begalung;Kota Padang
Lubuk Dalam;Kab Siak
Lubuk Kilangan;Kota Padang
Lubuk Linggau;Kota Lubuk Linggau
Lubuk Pakam;Kab Deli Serdang
Lubuk Pinang;Kab Muko-Muko
Lubuk Sandi;Kab Seluma
Lubuk Sikaping;Kab Pasaman
Lubuk Sikarah;Kota Solok
Lubuk Tarok;Kab Sijunjung
Lubuklinggau Barat I ;Kota Lubuk Linggau
Lubuklinggau Barat II ;Kota Lubuk Linggau
Lubuklinggau Selatan I ;Kota Lubuk Linggau
Lubuklinggau Selatan II;Kota Lubuk Linggau
Lubuklinggau Timur I ;Kota Lubuk Linggau
Lubuklinggau Timur II ;Kota Lubuk Linggau
Lubuklinggau Utara I ;Kota Lubuk Linggau
Lubuklinggau Utara II;Kota Lubuk Linggau
Lueng Bata;Kota Banda Aceh
Luhak;Kab Lima Puluh Kota
Luhak Nan Duo;Kab Pasaman Barat
Lumajang;Kab Lumajang
Lumban Julu;Kab Toba Samosir
Lumbang ;Kab Pasuruan
Lumbang ;Kab Probolinggo
Lumbir;Kab Banyumas
Lumbis;Kab Nunukan
Lumbung;Kab Ciamis
Lumut;Kab Tapanuli Tengah
Lunang Silaut;Kab Pesisir Selatan
Lunyuk;Kab Sumbawa
Luragung;Kab Kuningan
Luser;Kab Maluku Tenggara Barat
Luwuk;Kab Banggai
Luyo;Kab Polewali Mandar
Maba;Kab Halmahera Timur
Maba Selatan;Kab Halmahera Timur
Macang Pacar;Kab Manggarai Barat
Mada Pangga;Kab Bima
Madang Suku I;Kab Ogan Komering Ulu Timur
Madang Suku II;Kab Ogan Komering Ulu Timur
MADANG SUKU III;Kab Ogan Komering Ulu Timur
Madat;Kab Aceh Timur
Madiun;Kab Madiun
Madiun;Kota Madiun
Madukara;Kab Banjarnegara
Maduran;Kab Lamongan
Maesan;Kab Bondowoso
Magekoba/Maurole;Kab Ende
Magelang;Kota Magelang
Magelang Selatan;Kota Magelang
Magelang Tengah;Kota Magelang
Magelang Utara;Kota Magelang
Magersari;Kota Mojokerto
Magetan;Kab Magetan
Maginti;Kab Muna
Maiwa Atas;Kab Enrekang
Maiwa;Kab Enrekang
Maja ;Kab Lebak
Maja ;Kab Majalengka
Majalaya;Kab Bandung
Majalaya;Kab Karawang
Majalengka;Kab Majalengka
Majauleng;Kab Wajo
Maje;Kab Kaur
Majenang;Kab Cilacap
Majene;Kab Majene
Makale;Kab Tana Toraja
Makale Selatan;Kab Tana Toraja
Makale Utara;Kab Tana Toraja
Makarti Jaya;Kab Banyuasin
Makassar ;Kota Jakarta Timur
Makbon;Kab Sorong
Maki;Kab Jayawijaya
Makimi;Kab Nabire
Makmur;Kab Bireuen
Malaka Barat;Kab Belu
Malaka Tengah;Kab Belu
Malaka Timur ;Kab Belu
Malalayang;Kota Manado
Malang;Kota Malang
Malangbong;Kab Garut
Malangke Barat;Kab Luwu Utara
Malangke;Kab Luwu Utara
Maleber ;Kab Kuningan
Malifut;Kab Halmahera Utara
Maligano;Kab Muna
Maliku ;Kab Pulang Pisau
Malili / Soroako;Kab Luwu Timur
Malimbong Balepe;Kab Tana Toraja
Malinau Barat ;Kab Malinau
Malinau;Kab Malinau
Malinau Selatan ;Kab Malinau
Malinau Utara;Kab Malinau
Malingping;Kab Lebak
Mallawa;Kab Maros
Mallusetasi;Kab Barru
Malo;Kab Bojonegoro
Malunda;Kab Majene
Mamajang;Kota Makassar
Mamasa;Kab Mamasa
Mamberamo Ilir;Kab Mamberamo Raya
Mamberamo Tengah;Kab Mamberamo Raya
Mamberamo Tengah Timur ;Kab Mamberamo Raya
Mamberamo Ulu;Kab Mamberamo Raya
Mambi;Kab Mamasa
Mamboro;Kab Sumba Tengah
Mamosalato;Kab Morowali
Mampang Prapatan;Kota Jakarta Selatan
Mamuju;Kab Mamuju
Manado;Kota Manado
Mananggu;Kab Boalemo
Mancak;Kab Serang
Mandah;Kab Indragiri Hilir
Mandai;Kab Maros
Mandalawangi;Kab Pandeglang
Mandalle;Kab Pangkajene Kepulauan
Mandastana;Kab Barito Kuala
Mandau;Kab Bengkalis
Manday;Kab Kapuas Hulu
Mande;Kab Cianjur
Mandiangin;Kab Sarolangun
Mandiangin Koto Selayan;Kota Bukit Tinggi
Manding;Kab Sumenep
Mandiraja;Kab Banjarnegara
Mandirancan ;Kab Kuningan
Mandobo;Kab Boven Digoel
Mandonga;Kota Kendari
Mandor;Kab Landak
Mandrehe;Kab Nias
Manduamas;Kab Tapanuli Tengah
Mane;Kab Pidie
Manganitu;Kab Kepulauan Sangihe
Manganitu Selatan;Kab Kepulauan Sangihe
Mangara Bombang;Kab Takalar
Mangaran;Kab Situbondo
Manggala;Kota Makassar
Manggar;Kab Belitung Timur
Manggelewa;Kab Dompu
Manggeng;Kab Aceh Barat Daya
Manggis;Kab Karangasem
Mangkubumi;Kota Tasikmalaya
Mangkutana;Kab Luwu Timur
Mangoli Barat;Kab Kepulauan Sula
Mangoli Timur;Kab Kepulauan Sula
Manguharjo;Kota Madiun
Mangunjaya;Kab Ciamis
Mangunreja;Kab Tasikmalaya
Maniang Pajo;Kab Wajo
Maniis;Kab Purwakarta
Manis Mata;Kab Ketapang
Manisrenggo;Kab Klaten
Manna;Kab Bengkulu Selatan
Manokwari;Kab Manokwari
Manonjaya;Kab Tasikmalaya
Mantangai;Kab Kapuas
Mantingan;Kab Ngawi
Mantrijeron;Kota Yogyakarta
Mantup;Kab Lamongan
Manyak Payed;Kab Aceh Tamiang
Manyar;Kab Gresik
Manyaran ;Kab Wonogiri
Maos;Kab Cilacap
Maospati;Kab Magetan
Mapanget;Kota Manado
Mapat Tunggul;Kab Pasaman
Mapat Tunggul Selatan;Kab Pasaman
Mapenduma;Kab Jayawijaya
Mapia;Kab Nabire
Mapilli;Kab Polewali Mandar
Mappak;Kab Tana Toraja
Mappakasunggu;Kab Takalar
Mappedeceng;Kab Luwu Utara
Marabahan;Kab Barito Kuala
Marancar;Kab Tapanuli Selatan
Ma'Rang;Kab Pangkajene Kepulauan
Marang Kayu;Kab Kutai Kartanegara
Maratua ;Kab Berau
Marau;Kab Ketapang
Marawola;Kab Donggala
Marbau;Kab Labuhanbatu
Mardinding;Kab Karo
Mare ;Kab Bone
Mare ;Kab Sorong Selatan
Marga;Kab Tabanan
Margaasih;Kab Bandung
Margacinta;Kota Bandung
Margadana;Kota Tegal
Margahayu;Kab Bandung
Margasari;Kab Tegal
Margatiga;Kab Lampung Timur
Margomulyo;Kab Bojonegoro
Margorejo;Kab Pati
Margoyoso;Kab Pati
Marikit;Kab Katingan
Mario Riawa;Kab Soppeng
Mario Riwawo;Kab Soppeng
Marisa;Kab Pahuwato
Mariso;Kota Makassar
Maritengngae;Kab Sidenreng Rappang
Maro Sebo Ilir;Kab Batang Hari
Maro Sebo;Kab Muaro Jambi
Maro Sebo Ulu;Kab Batang Hari
Maron;Kab Probolinggo
Maros Baru;Kab Maros
Maros;Kab Maros
Maros Utara;Kab Maros
Marpoyan Damai;Kota Pekanbaru
Martapura ;Kab Banjar
Martapura;Kab Ogan Komering Ulu Timur
Marusu;Kab Maros
Mas Bagik;Kab Lombok Timur
Masalembu;Kab Sumenep
Masamba;Kab Luwu Utara
Masanda;Kab Tana Toraja
Masaran;Kab Sragen
Masirei;Kab Waropen
Masni;Kab Manokwari
Matakali;Kab Polewali Mandar
Matan Hilir Selatan ;Kab Ketapang
Matan Hilir Utara;Kab Ketapang
Matang Kuli;Kab Aceh Utara
Matangnga;Kab Polewali Mandar
Mataram Baru;Kab Lampung Timur
Mataram;Kota Mataram
Mataraman ;Kab Banjar
Matawai Lapau;Kab Sumba Timur
Matesih;Kab Karanganyar
Matraman ;Kota Jakarta Timur
Mattiro Bulu;Kab Pinrang
Mattirosompe;Kab Pinrang
Matur;Kab Agam
Mauk;Kab Tangerang
Maukaro;Kab Ende
Maumere;Kab Sikka
Mauponggo;Kab Nagekeo
Mawasangka;Kab Buton Utara
Mawasangka Timur;Kab Buton Utara
Mawlapa;Kota Kupang
Mayang;Kab Jember
Mayangan;Kota Probolinggo
Mayong;Kab Jepara
Mbay;Kab Nagekeo
Mborong;Kab Manggarai
Medan Amplas;Kota Medan
Medan Area;Kota Medan
Medan Barat;Kota Medan
Medan Baru;Kota Medan
Medan Belawan;Kota Medan
Medan Deli;Kota Medan
Medan Denai;Kota Medan
Medan Helvetia;Kota Medan
Medan Johor;Kota Medan
Medan Kota;Kota Medan
Medan;Kota Medan
Medan Labuhan;Kota Medan
Medan Maimun;Kota Medan
Medan Marelan;Kota Medan
Medan Perjuangan;Kota Medan
Medan Petisah;Kota Medan
Medan Polonia;Kota Medan
Medan Satria;Kota Bekasi
Medan Selayang;Kota Medan
Medan Sunggal;Kota Medan
Medan Tembung;Kota Medan
Medan Timur;Kota Medan
Medan Tuntungan;Kota Medan
Medang Deras;Kab Batubara
Medang Kampai;Kota Dumai
Megaluh;Kab Jombang
Megamendung;Kab Bogor
Megang Sakti;Kab Musi Rawas
Mego;Kab Sikka
Mejayan;Kab Madiun
Mejobo;Kab Kudus
Mekakau Ilir;Kab Ogan Komering Ulu Selatan
Mekar Sari;Kab Barito Kuala
Mekarmukti;Kab Garut
Melak;Kab Kutai Barat
Melaya;Kab Jembrana
Meliau;Kab Sanggau
Melinting;Kab Lampung Timur
Melonguane;Kab Kepulauan Talaud
Membalong;Kab Belitung
Mempawah Hulu;Kab Landak
Mempawah;Kab Pontianak
Mendahara;Kab Tanjung Jabung Timur
Mendawai ;Kab Katingan
Mendo Barat;Kab Bangka
Mendoyo;Kab Jembrana
Menes;Kab Pandeglang
Menganti;Kab Gresik
Menggala;Kab Tulang Bawang
Mengkendek;Kab Tana Toraja
Menguwi;Kab Badung
Menjalin;Kab Landak
Menou;Kab Nabire
Mentarang;Kab Malinau
Mentawa Baru ;Kab Kotawaringin Timur
Mentaya Hilir Selatan;Kab Kotawaringin Timur
Mentaya Hilir Utara;Kab Kotawaringin Timur
Mentaya Hulu;Kab Kotawaringin Timur
Mentebah ;Kab Kapuas Hulu
Menteng ;Kota Jakarta Pusat
Mentok;Kab Bangka Barat
Menui Kepulauan;Kab Morowali
Menukung;Kab Melawi
Menyuke;Kab Landak
Merak;Kota Cilegon
Merakurak;Kab Tuban
Meral;Kab Karimun
Meranti;Kab Asahan
Meranti;Kab Landak
Meranti;Kab Kepulauan Meranti
Merapi;Kab Lahat
Merauke;Kab Merauke
Merawang;Kab Bangka
Merbau;Kab Kepulauan Meranti
Merbau Mataram;Kab Lampung Selatan
Merdey;Kab Teluk Bintuni
Merek;Kab Karo
Mergangsan;Kota Yogyakarta
Merlung;Kab Tanjung Jabung Barat
Mersam;Kab Batang Hari
MERTOYUDAN;Kab Magelang
Mesjid Raya;Kab Aceh Besar
Messawa;Kab Mamasa
Mestong;Kab Muaro Jambi
Mesuji ;Kab Ogan Komering Ilir
Mesuji ;Kab Tulang Bawang
Metro Barat;Kota Metro
Metro Kibang;Kab Lampung Timur
Metro;Kota Metro
Metro Pusat;Kota Metro
Metro Selatan;Kota Metro
Metro Timur;Kota Metro
Metro Utara;Kota Metro
Meukek;Kab Aceh Selatan
Meulaboh;Kab Aceh Barat
Meurah Dua;Kab Pidie Jaya
Meurah Mulia;Kab Aceh Utara
Meuraksa;Kota Banda Aceh
Meureudu;Kab Pidie Jaya
Midai;Kab Natuna
Mijen;Kab Demak
Mijen;Kota Semarang
Mila;Kab Pidie
Mimika Barat Jauh;Kab Mimika
Mimika Barat;Kab Mimika
Mimika Barat Tengah;Kab Mimika
Mimika Baru;Kab Mimika
Mimika Timur Jauh;Kab Mimika
Mimika Timur;Kab Mimika
Mimika Timur Tengah;Kab Mimika
Minas;Kab Siak
Minasa Te'ne;Kab Pangkajene Kepulauan
Mindiptana;Kab Boven Digoel
Minggir;Kab Sleman
Minyambouw;Kab Manokwari
Miomafo Barat;Kab Timor Tengah Utara
Miomafo Timur;Kab Timor Tengah Utara
Miri;Kab Sragen
Mirit;Kab Kebumen
Misool;Kab Raja Ampat
Misool Timur Selatan;Kab Raja Ampat
Mlandingan;Kab Situbondo
Mlarak;Kab Ponorogo
Mlati;Kab Sleman
Mlonggo;Kab Jepara
Modayag;Kab Bolaang Mongondow
Modo;Kab Lamongan
Modoinding;Kab Minahasa Selatan
Modung;Kab Bangkalan
Moga;Kab Pemalang
Mojo;Kab Kediri
Mojoagung;Kab Jombang
Mojoanyar;Kab Mojokerto
Mojogedang;Kab Karanganyar
Mojokerto;Kab Mojokerto
Mojolaban / Palur;Kab Sukoharjo
Mojoroto;Kota Kediri
Mojosari;Kab Mojokerto
Mojosongo;Kab Boyolali
Mojotengah;Kab Wonosobo
Mojowarno;Kab Jombang
Mola;Kab Maluku Tenggara Barat
Mollo Selatan;Kab Timor Tengah Selatan
Mollo Utara;Kab Timor Tengah Selatan
Momunu;Kab Buol
Moncongloe;Kab Maros
Mondokan;Kab Sragen
Monta;Kab Bima
Montalat;Kab Barito Utara
Montasik;Kab Aceh Besar
Monterado;Kab Bengkayang
Montong Gading;Kab Lombok Timur
Montong;Kab Tuban
Mootilango;Kab Gorontalo
Moraid;Kab Sorong
Moramo;Kab Konawe Utara
Mori Atas;Kab Morowali
Moro;Kab Karimun
Morotai Selatan Barat;Kab Halmahera Utara
Morotai Selatan;Kab Halmahera Utara
Morotai Utara;Kab Halmahera Utara
Moskona Selatan;Kab Teluk Bintuni
Moskona Utara;Kab Teluk Bintuni
Moswaren;Kab Sorong Selatan
Moti;Kota Ternate
Motoling;Kab Minahasa Selatan
Moutong;Kab Parigi Moutong
Mowewe;Kab Kolaka
Moyohilir;Kab Sumbawa
Moyohulu;Kab Sumbawa
Moyudan;Kab Sleman
Mpunda;Kota Bima
Mranggen;Kab Demak
Mrebet;Kab Purbalingga
Muara Ancalong;Kab Kutai Timur
Muara Badak;Kab Kutai Kartanegara
Muara Bangkahulu;Kota Bengkulu
Muara Batang Gadis;Kab Mandailing Natal
Muara Batu;Kab Aceh Utara
Muara Belikan;Kab Muara Enim
Muara Beliti Baru;Kab Musi Rawas
Muara Beliti;Kab Musi Rawas
Muara Bengkal ;Kab Kutai Timur
Muara Bulian;Kab Batang Hari
Muara Bungo;Kab Bungo
Muara Dua;Kota Lhokseumawe
Muara Enim;Kab Muara Enim
Muara Gembong;Kab Bekasi
Muara Harus;Kab Tabalong
Muara Jawa;Kab Kutai Kartanegara
Muara;Kab Tapanuli Utara
Muara Kaman;Kab Kutai Kartanegara
Muara Kelingi;Kab Musi Rawas
Muara Komam;Kab Paser
Muara Kuang;Kab Ogan Ilir
Muara Lakitan;Kab Musi Rawas
Muara Lawa;Kab Kutai Barat
Muara Limun;Kab Sarolangun
Muara Muntai;Kab Kutai Kartanegara
Muara Padang;Kab Banyuasin
Muara Pahu;Kab Kutai Barat
Muara Pawan ;Kab Ketapang
Muara Pinang;Kab Empat Lawang
Muara Rupit;Kab Musi Rawas
Muara sabak;Kab Tanjung Jabung Timur
Muara Samu;Kab Paser
Muara Siau;Kab Merangin
Muara Sipongi;Kab Mandailing Natal
Muara Sungkai;Kab Lampung Utara
Muara Tam;Kota Jayapura
Muara Tebo;Kab Tebo
Muara Telang;Kab Banyuasin
Muara Tembesi;Kab Batang Hari
Muara Teweh;Kab Barito Utara
Muara Tiga;Kab Pidie
Muara Uya;Kab Tabalong
Muara Wahau ;Kab Kutai Timur
Muara Wis;Kab Kutai Kartanegara
Muaradua;Kab Ogan Komering Ulu Selatan
Muaradua Kisam;Kab Ogan Komering Ulu Selatan
Muaro Sijunjung;Kab Sijunjung
Muko Muko Batin VII;Kab Bungo
Mukok;Kab Sanggau
Muko-muko;Kab Muko-Muko
Muko-Muko Selatan;Kab Muko-Muko
Muko-Muko Utara;Kab Muko-Muko
Mulak Ulu;Kab Lahat
Mulia;Kab Puncak Jaya
Mulyorejo;Kota Surabaya
Mumbulsari;Kab Jember
Muncang;Kab Lebak
Muncar;Kab Banyuwangi
Mundu;Kab Cirebon
Mungka;Kab Lima Puluh Kota
Mungkid;Kab Magelang
Munjul;Kab Pandeglang
Munjungan;Kab Trenggalek
Munte;Kab Karo
Muntilan;Kab Magelang
Munuhing;Kab Gunung Mas
Murhum;Kota Bau-Bau
Murung;Kab Murung Raya
Murung Pudak;Kab Tabalong
Mustika Jaya ;Kota Bekasi
Musuk;Kab Boyolali
Mutiara;Kab Pidie
Mutiara Timur;Kab Pidie
Muting;Kab Merauke
Na IX-X;Kab Labuhanbatu
Nabire barat;Kab Nabire
Nabire;Kab Nabire
Nagawutung;Kab Lembata
Nagrak;Kab SuKabumi
Nagreg;Kab Bandung
Nainggolan;Kab Samosir
Nalumsari;Kab Jepara
Nambioman Bapai;Kab Mappi
Namlea;Kab Buru
Namo Rambe;Kab Deli Serdang
Nan Sabaris;Kab Padang Pariaman
Nanga Bulik;Kab Lamandau
Nanga Mahap;Kab Sekadau
Nanga Panda;Kab Ende
Nanga Pinoh;Kab Melawi
Nanga Taman;Kab Sekadau
Nanga Tayap;Kab Ketapang
Nangaroro;Kab Nagekeo
Nanggala;Kab Tana Toraja Utara
Nanggalo;Kota Padang
Nanggulan;Kab Kulon Progo
Nanggung;Kab Bogor
Nanusa;Kab Kepulauan Talaud
Napabalano;Kab Muna
Napal Putih;Kab Bengkulu Utara
Napan;Kab Nabire
Naringgul;Kab Cianjur
Narmada;Kab Lombok Barat
Nasal;Kab Kaur
Nassau;Kab Toba Samosir
Natal;Kab Mandailing Natal
Natar;Kab Lampung Selatan
Nawangan;Kab Pacitan
Ndona;Kab Ende
Ndona Timur;Kab Ende
Negara;Kab Jembrana
Negeri Agung;Kab Way Kanan
Negeri Batin;Kab Way Kanan
Negeri Besar;Kab Way Kanan
Negeri Katon;Kab Pesawaran
Neglasari ;Kota Tangerang
Nekemese;Kab Kupang
Neomuti;Kab Timor Tengah Utara
Ngabang;Kab Landak
Ngablak;Kab Magelang
Ngada Bawa;Kab Ngada
Ngadiluwih;Kab Kediri
Ngadirejo;Kab Temanggung
Ngadirojo;Kab Pacitan
Ngadirojo;Kab Wonogiri
Ngaglik;Kab Sleman
Ngajum;Kab Malang
Ngaliyan;Kota Semarang
Ngambon;Kab Bojonegoro
Ngampel;Kab Kendal
Ngampilan;Kota Yogyakarta
Ngamprah;Kab Bandung Barat
Ngancar;Kab Kediri
Nganjuk;Kab Nganjuk
Ngantang;Kab Malang
Ngantru;Kab Tulungagung
Ngapa;Kab Kolaka Utara
Ngargoyoso;Kab Karanganyar
Ngariboyo;Kab Magetan
Ngaringan;Kab Grobogan
Ngasem;Kab Bojonegoro
Ngawen ;Kab Blora
Ngawen ;Kab Gunung Kidul
Ngawen ;Kab Klaten
Ngawi;Kab Ngawi
Ngebel;Kab Ponorogo
Ngemplak ;Kab Boyolali
Ngemplak ;Kab Sleman
Ngetos;Kab Nganjuk
Nggaha Oriangu;Kab Sumba Timur
Nggele;Kab Kepulauan Sula
Ngimbang;Kab Lamongan
Nglegok;Kab Blitar
Nglipar;Kab Gunung Kidul
Ngluwar;Kab Magelang
Ngluyu;Kab Nganjuk
Ngombol;Kab Purworejo
Ngoro ;Kab Jombang
Ngoro ;Kab Mojokerto
Ngraho;Kab Bojonegoro
Ngrambe;Kab Ngawi
Ngrampal;Kab Sragen
Ngrayun;Kab Ponorogo
Ngronggot;Kab Nganjuk
Nguling;Kab Pasuruan
Nguntoronadi ;Kab Wonogiri
Nguntoronadi;Kab Magetan
Ngunut;Kab Tulungagung
Ngurah Rai;Kab Badung
Ngusikan ;Kab Jombang
Nguter;Kab Sukoharjo
Nibong;Kab Aceh Utara
Nibung;Kab Musi Rawas
Nimbokrang;Kab Jayapura
Nimboran;Kab Jayapura
Ninia;Kab Yahukimo
Nipah Panjang;Kab Tanjung Jabung Timur
Nirunmas;Kab Maluku Tenggara Barat
Nisam;Kab Aceh Utara
Nitta;Kab Sikka
Nogosari;Kab Boyolali
Nonggunong;Kab Sumenep
Nongko Jajar;Kab Pasuruan
Nongsa/ Kabil/ Lagoi;Kota Batam
Nosu;Kab Mamasa
Noyan;Kab Sanggau
Nuangan;Kab Bolaang Mongondow
Nubatukan;Kab Lembata
Nuha;Kab Luwu Timur
Numfor Barat;Kab Biak Numfor
Numfor Timur;Kab Biak Numfor
Nunkolo;Kab Timor Tengah Selatan
Nunukan;Kab Nunukan
Nurussalam;Kab Aceh Timur
Nusa Dua;Kab Badung
Nusa Laut;Kab Maluku Tengah
Nusa Tabukan;Kab Kepulauan Sangihe
Nusaherang ;Kab Kuningan
Nusaniwe;Kota Ambon
Nusapenida;Kab Klungkung
Nusawungu;Kab Cilacap
Nyalindung;Kab SuKabumi
Nyuwatan ;Kab Kutai Barat
Oba;Kota Tidore Kepulauan
Oba Utara;Kota Tidore Kepulauan
Obaa;Kab Mappi
Obano;Kab Nabire
Obi;Kab Halmahera Selatan
Obi Selatan;Kab Halmahera Selatan
Oebobo;Kota Kupang
Oelamasi;Kab Kupang
Oenino;Kab Timor Tengah Selatan
Ogo Deide;Kab Toli-Toli
Okaba;Kab Merauke
Okbibab;Kab Pegunungan Bintang
Oksibil;Kab Pegunungan Bintang
Omben;Kab Sampang
Omesuri;Kab Lembata
Onan Ganjang;Kab Humbang Hasundutan
Onan Runggu;Kab Samosir
Oransbari;Kab Manokwari
Pabean Cantikan;Kota Surabaya
Pabedilan;Kab Cirebon
Pabelan;Kab Semarang
Paberiwai;Kab Sumba Timur
Pabuaran ;Kab Cirebon
Pabuaran ;Kab Serang
Pabuaran ;Kab Subang
Pabuaran ;Kab SuKabumi
Pace;Kab Nganjuk
Pacet ;Kab Bandung
Pacet ;Kab Cianjur
Pacet ;Kab Mojokerto
Paciran;Kab Lamongan
Pacitan;Kab Pacitan
Padaherang;Kab Ciamis
Padakembang ;Kab Tasikmalaya
Padalarang;Kab Bandung Barat
Padamara;Kab Purbalingga
Padang Aro;Kab Solok Selatan
Padang Barat;Kota Padang
Padang Batung;Kab Hulu Sungai Selatan
Padang Bolak Julu;Kab Padang Lawas Utara
Padang Bolak Julu;Kab Tapanuli Selatan
Padang Bolak;Kab Padang Lawas Utara
Padang Bolak;Kab Tapanuli Selatan
Padang Cermin;Kab Pesawaran
Padang Ganting;Kab Tanah Datar
Padang Hilir;Kota Tebing Tinggi
Padang Hulu;Kota Tebing Tinggi
Padang Jaya;Kab Bengkulu Utara
Padang;Kab Lumajang
Padang;Kota Padang
Padang Panjang Barat;Kota Padang Panjang
Padang Panjang;Kota Padang Panjang
Padang Panjang Timur;Kota Padang Panjang
Padang Ratu;Kab Lampung Tengah
Padang Sago;Kab Padang Pariaman
Padang Selatan;Kota Padang
Padang Sidempuan Barat;Kab Tapanuli Selatan
Padang Sidempuan Batu Nadua;Kota Padang Sidimpuan
Padang Sidempuan Hutaimbaru;Kota Padang Sidimpuan
Padang Sidempuan;Kota Padang Sidimpuan
Padang Sidempuan Selatan;Kota Padang Sidimpuan
Padang Sidempuan Tenggara;Kota Padang Sidimpuan
Padang Sidempuan Timur;Kab Tapanuli Selatan
Padang Sidempuan Utara;Kota Padang Sidimpuan
Padang Tiji;Kab Pidie
Padang Timur;Kota Padang
Padang Tualang;Kab Langkat
Padang Ulak Tanding;Kab Rejang Lebong
Padang Utara;Kota Padang
Padangan;Kab Bojonegoro
Padarincang;Kab Serang
Padas;Kab Ngawi
Pademangan ;Kota Jakarta Utara
Pademawu;Kab Pamekasan
Padureso;Kab Kebumen
Paga;Kab Sikka
Pagaden;Kab Subang
Pagai Selatan;Kab Kepulauan Mentawai
Pagai Utara;Kab Kepulauan Mentawai
Pagak;Kab Malang
Pagar Alam;Kota Pagar Alam
Pagar Alam Selatan;Kota Pagar Alam
Pagar Alam Utara;Kota Pagar Alam
Pagar Jati;Kab Bengkulu Utara
Pagar Marbau;Kab Deli Serdang
Pagaran;Kab Tapanuli Utara
Pagedangan;Kab Tangerang
Pagelaran ;Kab Cianjur
Pagelaran ;Kab Malang
Pagelaran ;Kab Pandeglang
Pagelaran;Kab Tanggamus
Pagentan;Kab Banjarnegara
Pagerageung;Kab Tasikmalaya
Pagerbarang;Kab Tegal
Pagerruyung;Kab Kendal
Pagerwojo;Kab Tulungagung
Pagimana;Kab Banggai
Pagindar;Kab pakpak bharat
Pagu;Kab Kediri
Paguat;Kab Pahuwato
Paguyaman;Kab Boalemo
Paguyangan;Kab Brebes
Pahae Jae;Kab Tapanuli Utara
Pahae Julu;Kab Tapanuli Utara
Pahandut ;Kota Palangkaraya
Pahunga Lodu;Kab Sumba Timur
Painan;Kab Pesisir Selatan
Paiton;Kab Probolinggo
Pajangan;Kab Bantul
Pajar Bulan;Kab Lahat
Pajarakan;Kab Probolinggo
Pajo;Kab Dompu
Pajukukang;Kab Bantaeng
Pakal;Kota Surabaya
Pakel;Kab Tulungagung
Pakem ;Kab Bondowoso
Pakem ;Kab Sleman
Pakenjeng;Kab Garut
Pakis ;Kab Magelang
Pakis ;Kab Malang
